tag,source,out_degree,k,method,seed,sigma0_saa,sigma0_mc,sigma_saa,sigma_mc,R_saa,R_mc,saa_mc_gap,cut_size,hop_mix,stop_reason,seconds,candidates,tie_split_at_cutoff,tie_group_sizes,iterations_done,evaluations,scope_weights,repair_weights,destroy_weights,best_hits_by_heuristic,best_hits_by_hop,best_hits_by_scope,scope_selected,neutral_moves,fallback_used,layer_sizes,q_bounds,param_max_iter,param_segment_length,param_repair_p,param_q_min_frac,param_q_max_frac,param_reaction_factor,param_max_hop_scope,param_fixed_hop_scope
population,1894,5,3,greedy_betweenness,,29.33,32.625,1.03,1.033,0.9648823729969315,0.9683371647509579,-0.0034547917540264095,3,{0: 3},topk,0.0,5.0,"(1, 2)","[3, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1894,5,3,greedy_spectral,,29.33,32.625,1.03,1.033,0.9648823729969315,0.9683371647509579,-0.0034547917540264095,3,{0: 3},topk,0.0,5.0,"(1, 0)","[2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1894,5,3,alns,7.0,29.33,32.625,1.03,1.033,0.9648823729969315,0.9683371647509579,-0.0034547917540264095,3,{0: 3},max_iter,1.26,,,,300.0,181.0,"{0: 0.5011106918705746, 1: 0.31137856397030267, 2: 0.3609449476227181, 3: 0.24706935851357886}","{'random': 0.6430920545672372, 'probability': 0.3317134905969346, 'degree': 0.25418658283290013, 'bridge': 0.25418658283290013, 'betweenness': 0.3685705451077051, 'spectral': 0.2058911320946491}","{'random': 0.2777896226673838, 'worst': 0.5353169434460876, 'related': 0.3736542767643631}","{'random': 1, 'probability': 0, 'degree': 0, 'bridge': 0, 'betweenness': 1, 'spectral': 0}",{0: 2},"{0: 2, 1: 0, 2: 0, 3: 0}","{0: 117, 1: 61, 2: 62, 3: 60}","{'random': 10, 'probability': 9, 'degree': 7, 'bridge': 2, 'betweenness': 17, 'spectral': 14}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 5, 1: 198, 2: 4181, 3: 13830}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,1449,6,3,greedy_random,7.0,43.596,45.786,16.478,14.9195,0.6220295439948618,0.6741471192067445,-0.05211757521188276,3,{0: 3},topk,0.01,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,greedy_probability,,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},topk,0.0,6.0,"(2, 3)","[5, 1]",,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,greedy_degree,,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,greedy_bridge,,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},topk,0.0,6.0,"(3, 3)",[6],,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,greedy_betweenness,,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,greedy_spectral,,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1449,6,3,alns,7.0,43.596,45.786,1.046,2.7145,0.9760069731167997,0.940713318481632,0.03529365463516776,3,{0: 3},max_iter,1.4,,,,300.0,175.0,"{0: 0.6009557402591679, 1: 0.2430659198339607, 2: 0.32485045286044634, 3: 0.2058911320946491}","{'random': 0.39398920339099514, 'probability': 0.4346590566442591, 'degree': 0.3545902830518956, 'bridge': 0.28242953648100017, 'betweenness': 0.22876792454961012, 'spectral': 0.7091805661037912}","{'random': 0.2058911320946491, 'worst': 0.4066985325326402, 'related': 0.3746074764499865}","{'random': 0, 'probability': 0, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 2}",{0: 2},"{0: 2, 1: 0, 2: 0, 3: 0}","{0: 129, 1: 56, 2: 69, 3: 46}","{'random': 5, 'probability': 9, 'degree': 21, 'bridge': 5, 'betweenness': 12, 'spectral': 33}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 6, 1: 211, 2: 4733, 3: 13632}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,421,11,5,greedy_random,7.0,60.234,76.04,48.582,57.6565,0.19344556230700272,0.2417609153077328,-0.04831535300073009,5,{0: 5},topk,0.05,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,greedy_probability,,60.234,76.04,26.734,30.6465,0.5561642925922237,0.5969687006838507,-0.040804408091627,5,{0: 5},topk,0.03,11.0,"(1, 6)","[7, 4]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,greedy_degree,,60.234,76.04,17.864,20.7265,0.7034233157352989,0.7274263545502367,-0.024003038814937816,5,{0: 5},topk,0.02,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,greedy_bridge,,60.234,76.04,35.664,48.8575,0.4079091542982368,0.35747632824829045,0.05043282604994637,5,{0: 5},topk,0.04,11.0,"(5, 1)","[6, 5]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,greedy_betweenness,,60.234,76.04,10.146,11.823,0.8315569279808745,0.8445160441872699,-0.012959116206395338,5,{0: 5},topk,0.01,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,greedy_spectral,,60.234,76.04,8.88,11.8005,0.852574957665106,0.8448119410836402,0.007763016581465831,5,{0: 5},topk,0.01,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,421,11,5,alns,7.0,60.234,76.04,6.272,10.5135,0.8958727628913903,0.8617372435560231,0.03413551933536718,5,{0: 5},max_iter,1.71,,,,300.0,193.0,"{0: 0.9198967210185576, 1: 0.40701234312873025, 2: 0.2058911320946491, 3: 0.3050238993994802}","{'random': 0.33891544377720023, 'probability': 0.28525383184581016, 'degree': 0.5090086321228824, 'bridge': 0.31381059609000017, 'betweenness': 1.1425332408591427, 'spectral': 0.6709958686211343}","{'random': 0.5035907635019788, 'worst': 0.38604082929288686, 'related': 0.6942293798749866}","{'random': 0, 'probability': 0, 'degree': 1, 'bridge': 0, 'betweenness': 1, 'spectral': 3}",{0: 5},"{0: 5, 1: 0, 2: 0, 3: 0}","{0: 150, 1: 58, 2: 41, 3: 51}","{'random': 3, 'probability': 1, 'degree': 4, 'bridge': 0, 'betweenness': 9, 'spectral': 18}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 245, 2: 5870, 3: 13724}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,3663,6,3,greedy_random,7.0,61.752,60.7955,34.866,31.213,0.4353867081228139,0.48659029039978285,-0.05120358227696897,3,{0: 3},topk,0.03,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,greedy_probability,,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},topk,0.03,6.0,"(3, 3)",[6],,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,greedy_degree,,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,greedy_bridge,,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},topk,0.0,6.0,"(3, 3)",[6],,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,greedy_betweenness,,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,greedy_spectral,,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},topk,0.0,6.0,"(1, 0)","[1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3663,6,3,alns,7.0,61.752,60.7955,24.216,34.8635,0.6078507578701904,0.4265447278170259,0.18130603005316448,3,{0: 3},max_iter,2.23,,,,300.0,190.0,"{0: 0.3614509672089132, 1: 0.2058911320946491, 2: 0.2058911320946491, 3: 0.2058911320946491}","{'random': 0.2058911320946491, 'probability': 0.2793228115797091, 'degree': 0.2058911320946491, 'bridge': 0.22876792454961012, 'betweenness': 0.22876792454961012, 'spectral': 0.45753584909922024}","{'random': 0.2058911320946491, 'worst': 0.2058911320946491, 'related': 0.3231507405590788}","{'random': 0, 'probability': 0, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 1}",{0: 1},"{0: 1, 1: 0, 2: 0, 3: 0}","{0: 111, 1: 62, 2: 58, 3: 69}","{'random': 1, 'probability': 6, 'degree': 9, 'bridge': 5, 'betweenness': 9, 'spectral': 25}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 6, 1: 595, 2: 8095, 3: 10709}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,340,16,5,greedy_random,7.0,150.816,155.946,104.522,113.1565,0.30695682155739445,0.2743866466597412,0.03257017489765324,5,{0: 5},topk,0.1,16.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,greedy_probability,,150.816,155.946,43.85,47.539,0.7092483556121366,0.6951572980390648,0.01409105757307183,5,{0: 5},topk,0.04,16.0,"(4, 4)","[8, 7, 1]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,greedy_degree,,150.816,155.946,59.49,69.955,0.6055458306810948,0.5514152334782553,0.054130597202839525,5,{0: 5},topk,0.06,16.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,greedy_bridge,,150.816,155.946,136.384,141.5525,0.09569276469340138,0.09229797494004333,0.0033947897533580518,5,{0: 5},topk,0.12,16.0,"(5, 1)","[10, 6]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,greedy_betweenness,,150.816,155.946,38.658,46.4325,0.7436744112030553,0.7022527028586818,0.04142170834437353,5,{0: 5},topk,0.04,16.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,greedy_spectral,,150.816,155.946,38.658,46.4325,0.7436744112030553,0.7022527028586818,0.04142170834437353,5,{0: 5},topk,0.0,16.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,340,16,5,alns,7.0,150.816,155.946,38.658,46.4325,0.7436744112030553,0.7022527028586818,0.04142170834437353,5,{0: 5},max_iter,4.24,,,,300.0,224.0,"{0: 1.017451685155541, 1: 0.5288273403189465, 2: 0.48512876651256237, 3: 0.37986191525961016}","{'random': 0.4907997722847601, 'probability': 0.6632990778830332, 'degree': 0.46261958075587806, 'bridge': 0.6696639667911578, 'betweenness': 0.34208841758211006, 'spectral': 0.8286027658006888}","{'random': 0.4926922915719493, 'worst': 0.8431386375026639, 'related': 0.3050238993994802}","{'random': 0, 'probability': 2, 'degree': 1, 'bridge': 0, 'betweenness': 0, 'spectral': 2}",{0: 5},"{0: 5, 1: 0, 2: 0, 3: 0}","{0: 134, 1: 61, 2: 66, 3: 39}","{'random': 1, 'probability': 0, 'degree': 8, 'bridge': 0, 'betweenness': 8, 'spectral': 20}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 16, 1: 520, 2: 7355, 3: 12274}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,274,11,5,greedy_random,7.0,181.678,162.3335,115.402,95.5045,0.36479926022963705,0.4116771954032902,-0.04687793517365313,5,{0: 5},topk,0.09,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,greedy_probability,,181.678,162.3335,14.338,9.652,0.9210801527978071,0.9405421555008671,-0.019462002703059977,5,{0: 5},topk,0.01,11.0,"(1, 0)","[6, 4, 1]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,greedy_degree,,181.678,162.3335,22.208,12.973,0.877761754312575,0.9200842709607074,-0.04232251664813247,5,{0: 5},topk,0.01,11.0,"(2, 0)","[3, 2, 2, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,greedy_bridge,,181.678,162.3335,173.696,154.015,0.04393487378769034,0.05124327387754224,-0.007308400089851896,5,{0: 5},topk,0.14,11.0,"(5, 2)","[7, 4]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,greedy_betweenness,,181.678,162.3335,14.338,9.652,0.9210801527978071,0.9405421555008671,-0.019462002703059977,5,{0: 5},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,greedy_spectral,,181.678,162.3335,14.338,9.652,0.9210801527978071,0.9405421555008671,-0.019462002703059977,5,{0: 5},topk,0.0,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,274,11,5,alns,7.0,181.678,162.3335,3.866,4.4675,0.9787205935776484,0.9724794943742358,0.006241099203412648,5,{0: 5},max_iter,4.31,,,,300.0,258.0,"{0: 1.5463516359707954, 1: 0.3511540570247101, 2: 0.6237780178263098, 3: 0.9069500303006491}","{'random': 1.44847713238835, 'probability': 0.4031071445996101, 'degree': 0.7988133552842575, 'bridge': 1.5584182921775638, 'betweenness': 0.4934148605855102, 'spectral': 1.0777608742078195}","{'random': 0.35510807053544413, 'worst': 1.6188624150995223, 'related': 0.4860421794976098}","{'random': 2, 'probability': 0, 'degree': 0, 'bridge': 2, 'betweenness': 0, 'spectral': 1}",{0: 5},"{0: 5, 1: 0, 2: 0, 3: 0}","{0: 107, 1: 47, 2: 70, 3: 76}","{'random': 7, 'probability': 5, 'degree': 2, 'bridge': 1, 'betweenness': 9, 'spectral': 8}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 78, 2: 751, 3: 8888}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,201,25,10,greedy_random,7.0,203.966,197.1685,141.704,140.4565,0.3052567584793544,0.2876321521946964,0.017624606284658006,10,{0: 10},topk,0.12,25.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,greedy_probability,,203.966,197.1685,59.322,61.2605,0.7091574085877058,0.6892987470108054,0.019858661576900416,10,{0: 10},topk,0.05,25.0,"(1, 15)","[16, 8, 1]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,greedy_degree,,203.966,197.1685,87.912,91.293,0.5689869880274163,0.5369797913966987,0.032007196630717605,10,{0: 10},topk,0.08,25.0,"(2, 0)","[2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,greedy_bridge,,203.966,197.1685,153.066,161.8535,0.24955139582087216,0.17911076059309672,0.07044063522777544,10,{0: 10},topk,0.14,25.0,"(10, 1)","[14, 11]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,greedy_betweenness,,203.966,197.1685,93.604,98.625,0.5410803761411216,0.49979332398430787,0.04128705215681372,10,{0: 10},topk,0.08,25.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,greedy_spectral,,203.966,197.1685,93.604,98.625,0.5410803761411216,0.49979332398430787,0.04128705215681372,10,{0: 10},topk,0.0,25.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,201,25,10,alns,7.0,203.966,197.1685,32.348,40.0785,0.8414049400390261,0.796729700738201,0.044675239300825065,10,{0: 10},max_iter,5.53,,,,300.0,266.0,"{0: 2.0762590890901653, 1: 0.8311848956869818, 2: 0.45816347029140014, 3: 0.8258490695181316}","{'random': 0.4876616663238602, 'probability': 0.9973999080826519, 'degree': 0.5273223322500001, 'bridge': 1.135655442402023, 'betweenness': 1.3695635845155874, 'spectral': 2.3313570567922444}","{'random': 0.8957252749494917, 'worst': 1.6122897199766397, 'related': 0.8624613517639516}","{'random': 1, 'probability': 3, 'degree': 0, 'bridge': 3, 'betweenness': 4, 'spectral': 3}","{1: 2, 0: 11, 3: 1}","{0: 11, 1: 2, 2: 0, 3: 1}","{0: 126, 1: 73, 2: 30, 3: 71}","{'random': 1, 'probability': 1, 'degree': 3, 'bridge': 0, 'betweenness': 5, 'spectral': 10}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 25, 1: 640, 2: 8443, 3: 11377}","(1, 4)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,145,35,10,greedy_random,7.0,301.714,266.5705,262.868,228.1585,0.12875106889305765,0.14409696496799151,-0.015345896074933862,10,{0: 10},topk,0.2,35.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,greedy_probability,,301.714,266.5705,147.026,132.6415,0.5126974552059235,0.502414933385352,0.010282521820571433,10,{0: 10},topk,0.12,35.0,"(7, 3)","[22, 10, 3]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,greedy_degree,,301.714,266.5705,193.774,177.698,0.3577560206022923,0.3333921045276952,0.024363916074597092,10,{0: 10},topk,0.17,35.0,"(1, 0)","[6, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,greedy_bridge,,301.714,266.5705,298.562,261.878,0.010446979589942784,0.017603223162352855,-0.00715624357241007,10,{0: 10},topk,0.23,35.0,"(10, 3)","[22, 13]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,greedy_betweenness,,301.714,266.5705,181.982,162.689,0.396839390946393,0.3896961591774033,0.007143231768989677,10,{0: 10},topk,0.15,35.0,"(1, 0)","[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,greedy_spectral,,301.714,266.5705,178.272,165.3455,0.40913580410587513,0.37973069038021834,0.029405113725656795,10,{0: 10},topk,0.14,35.0,"(1, 0)","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,145,35,10,alns,7.0,301.714,266.5705,96.768,100.2205,0.6792724235534313,0.6240375435391388,0.05523488001429255,10,{0: 10},max_iter,10.8,,,,300.0,294.0,"{0: 2.596135249667759, 1: 0.583366101293969, 2: 0.5676833683268103, 3: 1.1655942056351363}","{'random': 1.9599109948504314, 'probability': 1.0436340881091783, 'degree': 1.2400916087807752, 'bridge': 1.509797339507858, 'betweenness': 1.4686919933399172, 'spectral': 1.4606495409874505}","{'random': 0.6341215545275788, 'worst': 2.157347390037825, 'related': 1.0637198664641943}","{'random': 4, 'probability': 2, 'degree': 3, 'bridge': 2, 'betweenness': 4, 'spectral': 0}","{0: 14, 3: 1}","{0: 14, 1: 0, 2: 0, 3: 1}","{0: 139, 1: 51, 2: 39, 3: 71}","{'random': 0, 'probability': 0, 'degree': 2, 'bridge': 1, 'betweenness': 2, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 35, 1: 2041, 2: 13592, 3: 6065}","(1, 4)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
k-sweep,145,35,3,greedy_random,7.0,301.714,266.5705,301.666,265.5645,0.0001590910597453199,0.003773860948604435,-0.003614769888859115,3,{0: 3},topk,0.24,35.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
k-sweep,145,35,3,greedy_probability,,301.714,266.5705,257.732,225.1495,0.145773812285807,0.1553847856383208,-0.009610973352513819,3,{0: 3},topk,0.2,35.0,"(3, 0)","[22, 10, 3]",,,,,,,,,,,,,,,,,,,,,
k-sweep,145,35,3,greedy_degree,,301.714,266.5705,277.51,237.8965,0.0802216668765785,0.10756629109372562,-0.027344624217147118,3,{0: 3},topk,0.21,35.0,"(1, 0)","[6, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
k-sweep,145,35,3,greedy_bridge,,301.714,266.5705,298.816,263.0965,0.009605122732123883,0.013032199737030181,-0.003427077004906298,3,{0: 3},topk,0.23,35.0,"(3, 10)","[22, 13]",,,,,,,,,,,,,,,,,,,,,
k-sweep,145,35,3,greedy_betweenness,,301.714,266.5705,271.07,238.4425,0.10156638405907581,0.10551805244766388,-0.00395166838858807,3,{0: 3},topk,0.21,35.0,"(1, 0)","[6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
k-sweep,145,35,3,greedy_spectral,,301.714,266.5705,271.07,238.4425,0.10156638405907581,0.10551805244766388,-0.00395166838858807,3,{0: 3},topk,0.0,35.0,"(1, 0)","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
